source file name , phase name , phase input files , phase output file , arch , tool, metric , unit
C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-21_kernelMaths.compute_120.cpp1.ii , compute_120 , nvcc , 433.8308 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-25_kernelGround.compute_52.cpp1.ii , compute_52 , nvcc , 329.7866 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-17_environment.compute_86.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-9_environment.compute_86.ptx , compute_86 , nvcc , 1306.2314 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-9_environment.compute_86.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-20_environment.compute_86.sm_86.cubin , sm_86 , nvcc , 172.7752 , ms
C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-21_microPhysics.compute_120.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-8_microPhysics.compute_120.ptx , compute_120 , nvcc , 1008.1684 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-21_kernelTest.compute_120.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-8_kernelTest.compute_120.ptx , compute_120 , nvcc , 960.0161 , ms
C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-21_dataClass.compute_120.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-8_dataClass.compute_120.ptx , compute_120 , nvcc , 958.1710 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-25_kernelGround.compute_52.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-7_kernelGround.compute_52.ptx , compute_52 , nvcc , 734.5164 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-8_kernelTest.compute_120.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-24_kernelTest.compute_120.sm_120.cubin , sm_120 , nvcc , 170.6295 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/environment.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-21_environment.compute_120.cpp1.ii , compute_120 , nvcc , 450.1682 , ms
C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-8_microPhysics.compute_120.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-24_microPhysics.compute_120.sm_120.cubin , sm_120 , nvcc , 399.3806 , ms
C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-8_dataClass.compute_120.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-24_dataClass.compute_120.sm_120.cubin , sm_120 , nvcc , 169.8968 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-7_kernelGround.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-28_kernelGround.compute_52.sm_52.cubin , sm_52 , nvcc , 182.4747 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu , fatbinary , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-16_kernelGround.compute_75.sm_75.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-10_kernelGround.compute_75.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-20_kernelGround.compute_86.sm_86.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-9_kernelGround.compute_86.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-24_kernelGround.compute_120.sm_120.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-8_kernelGround.compute_120.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-28_kernelGround.compute_52.sm_52.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-7_kernelGround.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008fbc_00000000-4_kernelGround.fatbin ,  , nvcc , 33.5135 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-21_kernelMaths.compute_120.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-8_kernelMaths.compute_120.ptx , compute_120 , nvcc , 1108.5349 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-25_kernelTest.compute_52.cpp1.ii , compute_52 , nvcc , 356.3603 , ms
C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-25_microPhysics.compute_52.cpp1.ii , compute_52 , nvcc , 302.3994 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-17_kernelSky.compute_86.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-9_kernelSky.compute_86.ptx , compute_86 , nvcc , 1616.2045 , ms
C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-25_dataClass.compute_52.cpp1.ii , compute_52 , nvcc , 359.5365 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu , cl.exe (compiling) ,   , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/kernelGround.cu.obj , compute_52 , nvcc , 269.4915 , ms
 , nvcc (driver) ,  , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/kernelGround.cu.obj ,  , nvcc , 7.4307 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-8_kernelMaths.compute_120.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-24_kernelMaths.compute_120.sm_120.cubin , sm_120 , nvcc , 243.3960 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-9_kernelSky.compute_86.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-20_kernelSky.compute_86.sm_86.cubin , sm_86 , nvcc , 458.3968 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-25_kernelMaths.compute_52.cpp1.ii , compute_52 , nvcc , 358.7828 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-21_environment.compute_120.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-8_environment.compute_120.ptx , compute_120 , nvcc , 1132.8499 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-25_kernelTest.compute_52.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-7_kernelTest.compute_52.ptx , compute_52 , nvcc , 908.7626 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-21_kernelSky.compute_120.cpp1.ii , compute_120 , nvcc , 425.3078 , ms
C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-25_microPhysics.compute_52.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-7_microPhysics.compute_52.ptx , compute_52 , nvcc , 916.3554 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-8_environment.compute_120.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-24_environment.compute_120.sm_120.cubin , sm_120 , nvcc , 168.9211 , ms
C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-25_dataClass.compute_52.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-7_dataClass.compute_52.ptx , compute_52 , nvcc , 907.9069 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-7_kernelTest.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-28_kernelTest.compute_52.sm_52.cubin , sm_52 , nvcc , 162.4582 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu , fatbinary , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-16_kernelTest.compute_75.sm_75.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-10_kernelTest.compute_75.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-20_kernelTest.compute_86.sm_86.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-9_kernelTest.compute_86.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-24_kernelTest.compute_120.sm_120.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-8_kernelTest.compute_120.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-28_kernelTest.compute_52.sm_52.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-7_kernelTest.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008bc8_00000000-4_kernelTest.fatbin ,  , nvcc , 30.2674 , ms
C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-7_dataClass.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-28_dataClass.compute_52.sm_52.cubin , sm_52 , nvcc , 161.4770 , ms
C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu , fatbinary , C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-16_dataClass.compute_75.sm_75.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-10_dataClass.compute_75.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-20_dataClass.compute_86.sm_86.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-9_dataClass.compute_86.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-24_dataClass.compute_120.sm_120.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-8_dataClass.compute_120.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-28_dataClass.compute_52.sm_52.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-7_dataClass.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00000ca0_00000000-4_dataClass.fatbin ,  , nvcc , 30.4583 , ms
C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-7_microPhysics.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-28_microPhysics.compute_52.sm_52.cubin , sm_52 , nvcc , 314.8602 , ms
C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu , fatbinary , C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-16_microPhysics.compute_75.sm_75.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-10_microPhysics.compute_75.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-20_microPhysics.compute_86.sm_86.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-9_microPhysics.compute_86.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-24_microPhysics.compute_120.sm_120.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-8_microPhysics.compute_120.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-28_microPhysics.compute_52.sm_52.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-7_microPhysics.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000097c0_00000000-4_microPhysics.fatbin ,  , nvcc , 70.6427 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/environment.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-25_environment.compute_52.cpp1.ii , compute_52 , nvcc , 419.3835 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-25_kernelMaths.compute_52.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-7_kernelMaths.compute_52.ptx , compute_52 , nvcc , 965.1159 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu , cl.exe (compiling) ,   , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/kernelTest.cu.obj , compute_52 , nvcc , 527.2745 , ms
 , nvcc (driver) ,  , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/kernelTest.cu.obj ,  , nvcc , 6.7935 , ms
C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu , cl.exe (compiling) ,   , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/microPhysics.cu.obj , compute_52 , nvcc , 344.2105 , ms
 , nvcc (driver) ,  , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/microPhysics.cu.obj ,  , nvcc , 7.3647 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-7_kernelMaths.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-28_kernelMaths.compute_52.sm_52.cubin , sm_52 , nvcc , 197.2576 , ms
C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu , cl.exe (compiling) ,   , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/dataClass.cu.obj , compute_52 , nvcc , 533.5747 , ms
 , nvcc (driver) ,  , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/dataClass.cu.obj ,  , nvcc , 6.5967 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu , fatbinary , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-16_kernelMaths.compute_75.sm_75.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-10_kernelMaths.compute_75.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-20_kernelMaths.compute_86.sm_86.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-9_kernelMaths.compute_86.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-24_kernelMaths.compute_120.sm_120.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-8_kernelMaths.compute_120.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-28_kernelMaths.compute_52.sm_52.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-7_kernelMaths.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_000092c8_00000000-4_kernelMaths.fatbin ,  , nvcc , 35.8100 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu , cl.exe (compiling) ,   , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/kernelMaths.cu.obj , compute_52 , nvcc , 452.9543 , ms
 , nvcc (driver) ,  , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/kernelMaths.cu.obj ,  , nvcc , 6.6152 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-21_kernelSky.compute_120.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-8_kernelSky.compute_120.ptx , compute_120 , nvcc , 1496.4366 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-25_environment.compute_52.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-7_environment.compute_52.ptx , compute_52 , nvcc , 1045.1145 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-7_environment.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-28_environment.compute_52.sm_52.cubin , sm_52 , nvcc , 141.7505 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , fatbinary , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-16_environment.compute_75.sm_75.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-10_environment.compute_75.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-20_environment.compute_86.sm_86.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-9_environment.compute_86.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-24_environment.compute_120.sm_120.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-8_environment.compute_120.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-28_environment.compute_52.sm_52.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-7_environment.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000949c_00000000-4_environment.fatbin ,  , nvcc , 25.6265 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-8_kernelSky.compute_120.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-24_kernelSky.compute_120.sm_120.cubin , sm_120 , nvcc , 486.0412 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-25_kernelSky.compute_52.cpp1.ii , compute_52 , nvcc , 360.1215 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , cicc ,  C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-25_kernelSky.compute_52.cpp1.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-7_kernelSky.compute_52.ptx , compute_52 , nvcc , 1297.4113 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , ptxas , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-7_kernelSky.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-28_kernelSky.compute_52.sm_52.cubin , sm_52 , nvcc , 378.7688 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , fatbinary , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-16_kernelSky.compute_75.sm_75.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-10_kernelSky.compute_75.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-20_kernelSky.compute_86.sm_86.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-9_kernelSky.compute_86.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-24_kernelSky.compute_120.sm_120.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-8_kernelSky.compute_120.ptx C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-28_kernelSky.compute_52.sm_52.cubin C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-7_kernelSky.compute_52.ptx  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00008d50_00000000-4_kernelSky.fatbin ,  , nvcc , 73.1101 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , cl.exe (compiling) ,   , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/environment.cu.obj , compute_52 , nvcc , 4906.5347 , ms
 , nvcc (driver) ,  , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/environment.cu.obj ,  , nvcc , 6.2305 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , cl.exe (compiling) ,   , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/kernelSky.cu.obj , compute_52 , nvcc , 4854.0552 , ms
 , nvcc (driver) ,  , C:/OwnPrograms/skewTCloudSim/Game/x64/Release/kernelSky.cu.obj ,  , nvcc , 7.5342 , ms
C:/OwnPrograms/skewTCloudSim/Game/meteoformulas.cu , cl.exe (preprocessing 4) , C:/OwnPrograms/skewTCloudSim/Game/meteoformulas.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00009e60_00000000-7_meteoformulas.cpp4.ii ,  , nvcc , 168.1576 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu , cl.exe (preprocessing 4) , C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000aa60_00000000-7_kernelGround.cpp4.ii ,  , nvcc , 366.2128 , ms
C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu , cl.exe (preprocessing 4) , C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000947c_00000000-7_microPhysics.cpp4.ii ,  , nvcc , 372.8661 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu , cl.exe (preprocessing 4) , C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000986c_00000000-7_kernelTest.cpp4.ii ,  , nvcc , 385.7121 , ms
C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu , cl.exe (preprocessing 4) , C:/OwnPrograms/skewTCloudSim/Game/dataClass.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00005d08_00000000-7_dataClass.cpp4.ii ,  , nvcc , 429.3103 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu , cl.exe (preprocessing 4) , C:/OwnPrograms/skewTCloudSim/Game/kernelMaths.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000aa80_00000000-7_kernelMaths.cpp4.ii ,  , nvcc , 427.3905 , ms
C:/OwnPrograms/skewTCloudSim/Game/meteoformulas.cu , cudafe++ , C:/Users/finnt/AppData/Local/Temp/tmpxft_00009e60_00000000-7_meteoformulas.cpp4.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00009e60_00000000-8_meteoformulas.cudafe1.cpp , compute_120 , nvcc , 261.2427 , ms
C:/OwnPrograms/skewTCloudSim/Game/environment.cu , cl.exe (preprocessing 4) , C:/OwnPrograms/skewTCloudSim/Game/environment.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00004f18_00000000-7_environment.cpp4.ii ,  , nvcc , 474.8592 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu , cl.exe (preprocessing 4) , C:/OwnPrograms/skewTCloudSim/Game/kernelSky.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000aa7c_00000000-7_kernelSky.cpp4.ii ,  , nvcc , 484.9004 , ms
C:/OwnPrograms/skewTCloudSim/Game/meteoformulas.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/meteoformulas.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_00009e60_00000000-11_meteoformulas.cpp1.ii , compute_120 , nvcc , 206.3245 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu , cudafe++ , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000aa60_00000000-7_kernelGround.cpp4.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000aa60_00000000-8_kernelGround.cudafe1.cpp , compute_120 , nvcc , 479.5289 , ms
C:/OwnPrograms/skewTCloudSim/Game/microPhysics.cu , cudafe++ , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000947c_00000000-7_microPhysics.cpp4.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000947c_00000000-8_microPhysics.cudafe1.cpp , compute_120 , nvcc , 491.3413 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelTest.cu , cudafe++ , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000986c_00000000-7_kernelTest.cpp4.ii  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000986c_00000000-8_kernelTest.cudafe1.cpp , compute_120 , nvcc , 776.4472 , ms
C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu , cl.exe (preprocessing 1) , C:/OwnPrograms/skewTCloudSim/Game/kernelGround.cu  , C:/Users/finnt/AppData/Local/Temp/tmpxft_0000aa60_00000000-11_kernelGround.cpp1.ii , compute_120 , nvcc , 350.3419 , ms
